description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Zitronen-Krauternudeln mit Tomaten Ruccola und Basilikum Bio-Rauchertofu Tomatensugo Petersilienpesto,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2025-06-20/mensa-institutsviertel_essen-1.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-20/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-06-20/mensa-littenweiler_wochenangebot.jpg
Mediterraner Nudelsalat mit Mozzarella Oliven getr. Tomaten Basilikum Blattsalat Baguette,no,no,Essen 1,Vegetarisch,Mensa Flugplatz,images/2025-06-18/mensa-flugplatz_essen-1.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 2,Vegan,Mensa Flugplatz,images/2025-06-18/mensa-flugplatz_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Flugplatz,images/2025-06-18/mensa-flugplatz_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-18/mensa-flugplatz_wochenangebot.jpg
Dicke Fritten Gemuse-Sojabolognese Chili-Paprikacreme Tomaten Ruccola geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-06-18/mensa-rempartstrae_wochenangebot.jpg
Mediterraner Nudelsalat mit Mozzarella Oliven getr. Tomaten Basilikum Blattsalat Baguette,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2025-06-18/mensa-institutsviertel_essen-1.jpg
Misosuppe vegetarisch oder mit Fleisch Baguette,no,no,Essen 3,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-18/mensa-institutsviertel_essen-3.jpg
Aglio Spaghetti mit getrockneten Tomaten,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2025-06-18/mensa-institutsviertel_schneller-teller.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-18/mensa-institutsviertel_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Littenweiler,images/2025-06-18/mensa-littenweiler_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-06-18/mensa-littenweiler_wochenangebot.jpg
Mangold-Linsencurry mit Zitronenblattern Basmatireis Gurkendip Naan Brot,no,no,Essen 1,Vegan,Mensa Flugplatz,images/2025-06-17/mensa-flugplatz_essen-1.jpg
Schweinesteak Krauterbutter Joghurt-Gurkendip Pommes frites Weikraut-Karottensalat,no,no,Essen 2,Nicht-vegetarisch,Mensa Flugplatz,images/2025-06-17/mensa-flugplatz_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Flugplatz,images/2025-06-17/mensa-flugplatz_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-17/mensa-flugplatz_wochenangebot.jpg
Dicke Fritten Gemuse-Sojabolognese Chili-Paprikacreme Tomaten Ruccola geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-06-17/mensa-rempartstrae_wochenangebot.jpg
Mangold-Linsencurry mit Zitronenblattern Basmatireis Gurkendip Naan Brot,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2025-06-17/mensa-institutsviertel_essen-1.jpg
Schweinesteak Krauterbutter Joghurt-Gurkendip Pommes frites Weikraut-Karottensalat,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2025-06-17/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2025-06-17/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-17/mensa-institutsviertel_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Littenweiler,images/2025-06-17/mensa-littenweiler_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-06-17/mensa-littenweiler_wochenangebot.jpg
Bio Stangenspargel Weie Sauce Gemuseschnitzel Neue Kartoffeln,no,no,Essen 1,Vegan,Mensa Flugplatz,images/2025-06-16/mensa-flugplatz_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Flugplatz,images/2025-06-16/mensa-flugplatz_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-16/mensa-flugplatz_wochenangebot.jpg
Mandel-Tofuragout mit Pilzen Bauernspatzle,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2025-06-16/mensa-rempartstrae_essen-1.jpg
Dicke Fritten Gemuse-Sojabolognese Chili-Paprikacreme Tomaten Ruccola geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-06-16/mensa-rempartstrae_wochenangebot.jpg
Bio Stangenspargel Weie Sauce Gemuseschnitzel Neue Kartoffeln,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_essen-3.jpg
Scharfe Gemuse-Kokos-Suppe mit Bio-Tofu Baguette,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_schneller-teller.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_wochenangebot.jpg
Schupfnudeln Rahmsauce,no,no,Abendessen 1,Vegan,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_abendessen-1.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-06-16/mensa-littenweiler_wochenangebot.jpg
Thai Curry mit Gemuse und Soja Basmatireis Erdnusse,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2025-06-14/mensa-rempartstrae_essen-1.jpg
Hahnchen-Knusperschnitzel Tomatensauce Fusilli,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2025-06-14/mensa-rempartstrae_essen-2.jpg
Rote Bete-Knodel mit Hirtenkase Hirtenkase Risotto,no,no,Essen 1,Vegetarisch,Mensa Flugplatz,images/2025-06-13/mensa-flugplatz_essen-1.jpg
Milchreis Pfirsichkompott Zimtzucker,no,no,Essen 3,Vegetarisch,Mensa Flugplatz,images/2025-06-13/mensa-flugplatz_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-13/mensa-flugplatz_wochenangebot.jpg
Seelachsfilet in Krautermarinade Zitronencreme Kartoffelrosti Erbsenpuree,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2025-06-13/mensa-rempartstrae_essen-2.jpg
Schupfnudel-Gemusepfanne Rahmsauce Blattsalat,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2025-06-13/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-06-13/mensa-rempartstrae_wochenangebot.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-13/mensa-institutsviertel_wochenangebot.jpg
Spaghetti Weizen-Gemusebolognese,no,no,Essen 1,Vegan,Mensa Flugplatz,images/2025-06-12/mensa-flugplatz_essen-1.jpg
Misosuppe vegetarisch und mit Fleisch Baguette,no,no,Essen 3,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-12/mensa-flugplatz_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-12/mensa-flugplatz_wochenangebot.jpg
Blumenkohlburger mit Harissa-Mayonnaise Aubergine und Rucola Pommes frites,no,no,Tagesgericht,Vegan,Mensa Rempartstrae,images/2025-06-12/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-06-12/mensa-rempartstrae_wochenangebot.jpg
Spaghetti Weizen-Gemusebolognese,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2025-06-12/mensa-institutsviertel_essen-1.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-12/mensa-institutsviertel_wochenangebot.jpg
Kaiserschmarrn Apfelmus,no,no,Essen 1,Vegetarisch,Mensa Flugplatz,images/2025-06-11/mensa-flugplatz_essen-1.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 2,Vegan,Mensa Flugplatz,images/2025-06-11/mensa-flugplatz_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Flugplatz,images/2025-06-11/mensa-flugplatz_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-11/mensa-flugplatz_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-06-11/mensa-rempartstrae_wochenangebot.jpg
Kaiserschmarrn Apfelmus,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_essen-1.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 2,Vegan,Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_essen-2.jpg
Misosuppe vegetarisch oder mit Fleisch Baguette,no,no,Essen 3,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Gurkendip Pommes frites,no,no,Abendessen 1,Vegan,Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_abendessen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Flugplatz,images/2025-06-10/mensa-flugplatz_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-10/mensa-flugplatz_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-06-10/mensa-rempartstrae_wochenangebot.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2025-06-10/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-10/mensa-institutsviertel_wochenangebot.jpg
Mangold-Linsencurry mit Zitronenblattern Basmatireis Naan Brot,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2025-06-07/mensa-rempartstrae_essen-1.jpg
Spaghetti Bolognese mit Bio-Rind Geriebener Hartkase,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2025-06-07/mensa-rempartstrae_essen-2.jpg
Bunter Salatteller Monte Ziego Ziegenfrischkasekugel Simit,no,no,Essen 1,Vegetarisch,Mensa Flugplatz,images/2025-06-06/mensa-flugplatz_essen-1.jpg
Fischfilet Krauterkartoffeln Remouladensauce,no,no,Essen 2,Nicht-vegetarisch,Mensa Flugplatz,images/2025-06-06/mensa-flugplatz_essen-2.jpg
Milchreis Obstsalat Zimtzucker,no,no,Essen 3,Vegetarisch,Mensa Flugplatz,images/2025-06-06/mensa-flugplatz_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-06/mensa-flugplatz_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2025-06-06/mensa-rempartstrae_essen-1.jpg
Bunter Salatteller Monte Ziego Ziegenfrischkasekugel Simit,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2025-06-06/mensa-institutsviertel_essen-1.jpg
Fischfilet Krauterkartoffeln Remouladensauce,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2025-06-06/mensa-institutsviertel_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-06/mensa-institutsviertel_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Littenweiler,images/2025-06-06/mensa-littenweiler_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-06-06/mensa-littenweiler_wochenangebot.jpg
Gemuse-Gnocchipfanne Pinksauce Weie Sauce Ruccolapesto Geriebener Hartkase,no,no,Essen 1,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-05/mensa-flugplatz_essen-1.jpg
Bio Stangenspargel Buttersauce Paniertes Schweineschnitzel oder Gemuseschnitzel Neue Kartoffeln,no,no,Essen 2,Nicht-vegetarisch,Mensa Flugplatz,images/2025-06-05/mensa-flugplatz_essen-2.jpg
Misosuppe vegetarisch und mit Fleisch Baguette,no,no,Essen 3,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-05/mensa-flugplatz_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-05/mensa-flugplatz_wochenangebot.jpg
Gemuse-Gnocchipfanne Pinksauce Weie Sauce Ruccolapesto Geriebener Hartkase,no,no,Essen 1,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-05/mensa-institutsviertel_essen-1.jpg
Bio Stangenspargel Buttersauce Paniertes Schweineschnitzel oder Gemuseschnitzel Neue Kartoffeln,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2025-06-05/mensa-institutsviertel_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-05/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-06-05/mensa-littenweiler_wochenangebot.jpg
Griechischer Bauernsalat Hirtenkase Kornerbaguette,no,no,Essen 1,Vegetarisch,Mensa Flugplatz,images/2025-06-04/mensa-flugplatz_essen-1.jpg
Blumenkohlburger mit Harissa-Mayonnaise Aubergine und Rucola Gebackene Kartoffel- und Sukartoffelspalten,no,no,Essen 2,Vegan,Mensa Flugplatz,images/2025-06-04/mensa-flugplatz_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Flugplatz,images/2025-06-04/mensa-flugplatz_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-04/mensa-flugplatz_wochenangebot.jpg
Zucchini-Kofte Krauter-Joghurtdip Griechischer Bauernsalat Fladenbrot,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2025-06-04/mensa-rempartstrae_essen-1.jpg
Nudelsalat mit Oliven getr. Tomaten Basilikum mit Wienerle oder Bio Tofuwurstchen,no,no,Schneller Teller,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-06-04/mensa-rempartstrae_schneller-teller.jpg
Griechischer Bauernsalat Hirtenkase Kornerbaguette,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_essen-1.jpg
Blumenkohlburger mit Harissa-Mayonnaise Aubergine und Rucola Gebackene Kartoffel- und Sukartoffelspalten,no,no,Essen 2,Vegan,Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_essen-2.jpg
Misosuppe vegetarisch und mit Fleisch Baguette,no,no,Essen 3,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_wochenangebot.jpg
Borek mit Spinat Karottencurry Erbsenpuree,no,no,Abendessen 1,Vegetarisch,Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_abendessen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-06-04/mensa-littenweiler_wochenangebot.jpg
Gemusemaultaschen mit Tomate und Mozzarella uberbacken Zwiebelschmelze Risoleekartoffeln,no,no,Essen 1,Vegetarisch,Mensa Flugplatz,images/2025-06-03/mensa-flugplatz_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Flugplatz,images/2025-06-03/mensa-flugplatz_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-03/mensa-flugplatz_wochenangebot.jpg
Cannelloni mit Gemuse und Kasekruste Tomatensauce Krauterpesto,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2025-06-03/mensa-rempartstrae_essen-1.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Tagesgericht,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-06-03/mensa-rempartstrae_tagesgericht.jpg
Gemusemaultaschen mit Tomate und Mozzarella uberbacken Zwiebelschmelze Risoleekartoffeln,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2025-06-03/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2025-06-03/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-03/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-06-03/mensa-littenweiler_wochenangebot.jpg
Kartoffelgratin Monte Ziego Ziegenfrischkasedip,no,no,Essen 1,Vegetarisch,Mensa Flugplatz,images/2025-06-02/mensa-flugplatz_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Flugplatz,images/2025-06-02/mensa-flugplatz_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-06-02/mensa-flugplatz_wochenangebot.jpg
Kartoffelgratin Monte Ziego Ziegenfrischkasedip,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2025-06-02/mensa-institutsviertel_essen-1.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2025-06-02/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-06-02/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-06-02/mensa-littenweiler_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Essen 1,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-05-31/mensa-rempartstrae_essen-1.jpg
Seelachsfilet Tomate-Basilikum Weiweinsauce Kartoffelgratin,no,no,Essen 2,Nicht-vegetarisch,Mensa Flugplatz,images/2025-05-30/mensa-flugplatz_essen-2.jpg
Milchreis Apfelmus Zimtzucker,no,no,Essen 3,Vegetarisch,Mensa Flugplatz,images/2025-05-30/mensa-flugplatz_essen-3.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Flugplatz,images/2025-05-30/mensa-flugplatz_wochenangebot.jpg
Mangold-Linsencurry mit Zitronenblattern Basmatireis Naan Brot,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2025-05-30/mensa-rempartstrae_essen-1.jpg
Mango-Weizen Tabouleh mit Krautern Harissa-Dip Baguette,no,no,Schneller Teller,Vegan,Mensa Rempartstrae,images/2025-05-30/mensa-rempartstrae_schneller-teller.jpg
Ravioli gefullt mit Ricotta und Spinat Pesto Perlgraupenrisotto Schafskase Topping Blattsalat,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2025-05-30/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-05-30/mensa-rempartstrae_wochenangebot.jpg
Seelachsfilet Tomate-Basilikum Weiweinsauce Kartoffelgratin,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2025-05-30/mensa-institutsviertel_essen-2.jpg
