description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Pork steak herbser butter yoghurt cucumber fries frites fries white karottenalate,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-06-17/mensa-institutsviertel_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-06-17/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-06-17/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Littenweiler,images/2025-06-17/mensa-littenweiler_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-06-17/mensa-littenweiler_wochenangebot.jpg
Organic bar paragraphs Wee Sauce Gemuseschnitzel New potatoes,no,no,Meal 1,Vegan,Mensa Flugplatz,images/2025-06-16/mensa-flugplatz_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-06-16/mensa-flugplatz_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-06-16/mensa-flugplatz_wochenangebot.jpg
Almond Tofuragout with mushrooms farmers sparrow,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-06-16/mensa-rempartstrae_essen-1.jpg
Thick fries Gemuse-sojabolognese chili paprika cream tomatoes rocket grated kase,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-06-16/mensa-rempartstrae_wochenangebot.jpg
Organic bar paragraphs Wee Sauce Gemuseschnitzel New potatoes,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_essen-3.jpg
Sharp gemuse coconut soup with bio-tofu baguette,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_schneller-teller.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_wochenangebot.jpg
Schupfnudeln cream sauce,no,no,Dinner 1,Vegan,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_abendessen-1.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-06-16/mensa-littenweiler_wochenangebot.jpg
Thai curry with a gem and soy basmati rice peanut,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-06-14/mensa-rempartstrae_essen-1.jpg
Hahnchen-crispy schnitzel tomato sauce fusilli,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-06-14/mensa-rempartstrae_essen-2.jpg
Beetroot bony with shepherd's case shepherd's case risotto,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-06-13/mensa-flugplatz_essen-1.jpg
Milky pity peach compote cinnamon sugar,no,no,Meal 3,Vegetarian,Mensa Flugplatz,images/2025-06-13/mensa-flugplatz_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-06-13/mensa-flugplatz_wochenangebot.jpg
Pacified fillet in herbal naval naval lemon cream potato rosti pea puree,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-06-13/mensa-rempartstrae_essen-2.jpg
Schupfnudel-Gemusepfanne Rahmsauce leaf salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-06-13/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-06-13/mensa-rempartstrae_wochenangebot.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-06-13/mensa-institutsviertel_wochenangebot.jpg
Spaghetti wheat-gemusebolognese,no,no,Meal 1,Vegan,Mensa Flugplatz,images/2025-06-12/mensa-flugplatz_essen-1.jpg
Miso soup vegetarian and with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Flugplatz,images/2025-06-12/mensa-flugplatz_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-06-12/mensa-flugplatz_wochenangebot.jpg
Blumenkohlburger with Harissa-Mayonnaise Aubergine and Rucola French fries,no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2025-06-12/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-06-12/mensa-rempartstrae_wochenangebot.jpg
Spaghetti wheat-gemusebolognese,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-06-12/mensa-institutsviertel_essen-1.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-06-12/mensa-institutsviertel_wochenangebot.jpg
Kaiserschmarrn apple sauce,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-06-11/mensa-flugplatz_essen-1.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 2,Vegan,Mensa Flugplatz,images/2025-06-11/mensa-flugplatz_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-06-11/mensa-flugplatz_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-06-11/mensa-flugplatz_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-06-11/mensa-rempartstrae_wochenangebot.jpg
Kaiserschmarrn apple sauce,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_essen-1.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 2,Vegan,Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_essen-2.jpg
Miso soup vegetarian or with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_wochenangebot.jpg
Sojagyros cucumber fries fries,no,no,Dinner 1,Vegan,Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_abendessen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-06-10/mensa-flugplatz_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-06-10/mensa-flugplatz_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-06-10/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-06-10/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-06-10/mensa-institutsviertel_wochenangebot.jpg
Mangold lens curry with lemon leaves basmatireis naan bread,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-06-07/mensa-rempartstrae_essen-1.jpg
Spaghetti Bolognese with bio-beef grated hard case,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-06-07/mensa-rempartstrae_essen-2.jpg
Colorful salad plate Monte Ziego goat -fresh chest cheeky simit,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-06-06/mensa-flugplatz_essen-1.jpg
Fish fillet herb potatoes Remouladen sauce,no,no,Meal 2,Non‑vegetarian,Mensa Flugplatz,images/2025-06-06/mensa-flugplatz_essen-2.jpg
Milky rice fruit salad cinnamon sugar,no,no,Meal 3,Vegetarian,Mensa Flugplatz,images/2025-06-06/mensa-flugplatz_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-06-06/mensa-flugplatz_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-06-06/mensa-rempartstrae_essen-1.jpg
Colorful salad plate Monte Ziego goat -fresh chest cheeky simit,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-06-06/mensa-institutsviertel_essen-1.jpg
Fish fillet herb potatoes Remouladen sauce,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-06-06/mensa-institutsviertel_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-06-06/mensa-institutsviertel_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Littenweiler,images/2025-06-06/mensa-littenweiler_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-06-06/mensa-littenweiler_wochenangebot.jpg
Gemuse-gnocchi pan pinksauce white sauce rocka papesto grated hard case,no,no,Meal 1,Vegan (on request),Mensa Flugplatz,images/2025-06-05/mensa-flugplatz_essen-1.jpg
Organic poles -aspargel butter sauce breaded pork chnitz or gemuseschnitzel new potatoes,no,no,Meal 2,Non‑vegetarian,Mensa Flugplatz,images/2025-06-05/mensa-flugplatz_essen-2.jpg
Miso soup vegetarian and with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Flugplatz,images/2025-06-05/mensa-flugplatz_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-06-05/mensa-flugplatz_wochenangebot.jpg
Gemuse-gnocchi pan pinksauce white sauce rocka papesto grated hard case,no,no,Meal 1,Vegan (on request),Mensa Institutsviertel,images/2025-06-05/mensa-institutsviertel_essen-1.jpg
Organic poles -aspargel butter sauce breaded pork chnitz or gemuseschnitzel new potatoes,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-06-05/mensa-institutsviertel_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-06-05/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-06-05/mensa-littenweiler_wochenangebot.jpg
Greek peasant salad shepherd's kase Kornerbaguette,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-06-04/mensa-flugplatz_essen-1.jpg
Flower cavaries with Harissa-mayonnaise aubergine and rocket baked potato and sukarktoffel columns,no,no,Meal 2,Vegan,Mensa Flugplatz,images/2025-06-04/mensa-flugplatz_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-06-04/mensa-flugplatz_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-06-04/mensa-flugplatz_wochenangebot.jpg
Zucchini-Kofte Krauter-Joghurtdip Greek peasant salad flatbread,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-06-04/mensa-rempartstrae_essen-1.jpg
Noodle salad with olives tr. Tomato basil with Wienerle or Bio Tofuwurstchen,no,no,Quick plate,Vegan (on request),Mensa Rempartstrae,images/2025-06-04/mensa-rempartstrae_schneller-teller.jpg
Greek peasant salad shepherd's kase Kornerbaguette,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_essen-1.jpg
Flower cavaries with Harissa-mayonnaise aubergine and rocket baked potato and sukarktoffel columns,no,no,Meal 2,Vegan,Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_essen-2.jpg
Miso soup vegetarian and with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_wochenangebot.jpg
Borek with spinach carrot curry pea -puree,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_abendessen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-06-04/mensa-littenweiler_wochenangebot.jpg
Gemusemault bags with tomato and mozzarella overbake onion melts Risk potatoes,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-06-03/mensa-flugplatz_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-06-03/mensa-flugplatz_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-06-03/mensa-flugplatz_wochenangebot.jpg
Cannelloni with a gem and casual crust sauce herbly pesto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-06-03/mensa-rempartstrae_essen-1.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Daily dish,Vegan (on request),Mensa Rempartstrae,images/2025-06-03/mensa-rempartstrae_tagesgericht.jpg
Gemusemault bags with tomato and mozzarella overbake onion melts Risk potatoes,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-06-03/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-06-03/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-06-03/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-06-03/mensa-littenweiler_wochenangebot.jpg
Potato gratin Monte Ziego goat -fresh kasedip,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-06-02/mensa-flugplatz_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-06-02/mensa-flugplatz_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Flugplatz,images/2025-06-02/mensa-flugplatz_wochenangebot.jpg
Potato gratin Monte Ziego goat -fresh kasedip,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-06-02/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-06-02/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-06-02/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-06-02/mensa-littenweiler_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Meal 1,Vegan (on request),Mensa Rempartstrae,images/2025-05-31/mensa-rempartstrae_essen-1.jpg
Salmach Filet Tomate Basilica Weiwein sauce potato gratin,no,no,Meal 2,Non‑vegetarian,Mensa Flugplatz,images/2025-05-30/mensa-flugplatz_essen-2.jpg
Milky pice apple sauce cinnamon sugar,no,no,Meal 3,Vegetarian,Mensa Flugplatz,images/2025-05-30/mensa-flugplatz_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Flugplatz,images/2025-05-30/mensa-flugplatz_wochenangebot.jpg
Mangold lens curry with lemon leaves basmatireis naan bread,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-05-30/mensa-rempartstrae_essen-1.jpg
Mango wheat taboBouleh with herbs Harissa-Dip Baguette,no,no,Quick plate,Vegan,Mensa Rempartstrae,images/2025-05-30/mensa-rempartstrae_schneller-teller.jpg
Ravioli fulled with ricotta and spinach Pesto Perlbraupenrisotto sheep's box topping leaf salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-05-30/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-05-30/mensa-rempartstrae_wochenangebot.jpg
Salmach Filet Tomate Basilica Weiwein sauce potato gratin,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-05-30/mensa-institutsviertel_essen-2.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-05-30/mensa-institutsviertel_wochenangebot.jpg
Rusted Gmusemault bags onion sauce potato cucumber salad,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-05-28/mensa-flugplatz_essen-1.jpg
Lentil-red-be-bed salad Halloumi lemon cream Sukunoffel pan with dates,no,no,Meal 2,Vegetarian,Mensa Flugplatz,images/2025-05-28/mensa-flugplatz_essen-2.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-05-28/mensa-flugplatz_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Flugplatz,images/2025-05-28/mensa-flugplatz_wochenangebot.jpg
Zucchini-Ricottaballchen Red Paprikaragout Pastasotto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-05-28/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-05-28/mensa-rempartstrae_wochenangebot.jpg
Rusted Gmusemault bags onion sauce potato cucumber salad,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-05-28/mensa-institutsviertel_essen-1.jpg
